type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,eventID,occurrenceID,recordedBy,organismQuantity,organismQuantityType,occurrenceStatus,samplingProtocol,samplingEffort,eventDate,countryCode,municipality,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,scientificName,kingdom,taxonRank
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,371450000,270089,RATO,,,present,raft trap,1 raft trap,2023-01-02T07:59:40Z,BE,Kruisem,177681.2122004,100763.0075869,Lambert coordinates,Belgian Datum 1972,50.90738,3.66871,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,371510000,270090,RATO,,,present,fike,3 fike,2023-01-02T07:59:52Z,BE,Kruisem,177632.98595162,100789.04289321,Lambert coordinates,Belgian Datum 1972,50.90695,3.66908,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,371400000,270093,RATO,,,present,conibear trap,6 conibear trap,2023-01-02T08:08:04Z,BE,Deinze,184992.91460393,85872.68791283,Lambert coordinates,Belgian Datum 1972,50.97165,3.45574,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,352300000,270098,RATO,,,present,fike,2 fike,2023-01-02T08:15:37Z,BE,Kruisem,177731.65979989,101886.66771308,Lambert coordinates,Belgian Datum 1972,50.90793,3.68468,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,373750000,270105,RATO,,,present,conibear trap,2 conibear trap,2023-01-02T08:30:56Z,BE,Deinze,185361.39738083,85788.48977015,Lambert coordinates,Belgian Datum 1972,50.97495,3.45448,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,373600000,270108,RATO,,,present,conibear trap,1 conibear trap,2023-01-02T08:34:52Z,BE,Deinze,185333.82755153,85801.25017811,Lambert coordinates,Belgian Datum 1972,50.97471,3.45466,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378670000,270110,RATO,,,present,fike,1 fike,2023-01-02T08:35:53Z,BE,Kruisem,177728.35490433,101897.36568711,Lambert coordinates,Belgian Datum 1972,50.9079,3.68483,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377660000,270462,RATO,,,present,conibear trap,1 conibear trap,2023-01-02T09:13:33Z,BE,Gavere,178245.46031607,102062.72992814,Lambert coordinates,Belgian Datum 1972,50.91256,3.68711,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378760000,270464,RATO,,,absent,fike,2 fike,2023-01-02T09:14:19Z,BE,Kluisbergen,166578.44885406,91036.20969132,Lambert coordinates,Belgian Datum 1972,50.80667,3.5322,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377640000,270465,RATO,,,present,conibear trap | fike,5 conibear trap | 1 fike,2023-01-02T09:14:34Z,BE,Gavere,178187.73488865,102045.65166141,Lambert coordinates,Belgian Datum 1972,50.91204,3.68688,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377590000,270467,RATO,,,present,conibear trap | fike,3 conibear trap | 4 fike,2023-01-02T09:16:34Z,BE,Gavere,177979.78360973,102120.49901346,Lambert coordinates,Belgian Datum 1972,50.91018,3.68797,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378800000,270476,RATO,,,present,conibear trap | ground trap,4 conibear trap | 1 ground trap,2023-01-02T09:26:37Z,BE,Assenede,218554.39922565,102979.91470384,Lambert coordinates,Belgian Datum 1972,51.27495,3.69496,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,374860000,270477,RATO,,,present,conibear trap,11 conibear trap,2023-01-02T09:28:07Z,BE,Assenede,218008.58394776,102750.89160475,Lambert coordinates,Belgian Datum 1972,51.27002,3.69175,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,374280000,270478,RATO,,,present,raft trap,1 raft trap,2023-01-02T09:28:46Z,BE,Assenede,218527.78621214,102983.51175494,Lambert coordinates,Belgian Datum 1972,51.27471,3.69501,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,299210000,270480,RATO,,,present,fike,3 fike,2023-01-02T09:30:22Z,BE,Dendermonde,192736.51439803,129932.02420489,Lambert coordinates,Belgian Datum 1972,51.04445,4.0826,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375860000,270481,RATO,,,present,fike,5 fike,2023-01-02T09:31:16Z,BE,Dendermonde,192028.69033162,129381.1531448,Lambert coordinates,Belgian Datum 1972,51.03807,4.07478,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,371920000,270482,RATO,,,present,fike,3 fike,2023-01-02T09:31:52Z,BE,Dendermonde,192233.66144262,129276.02371973,Lambert coordinates,Belgian Datum 1972,51.03991,4.07327,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,373720000,270483,RATO,,,present,fike,4 fike,2023-01-02T09:32:15Z,BE,Dendermonde,192222.41182983,129048.12095634,Lambert coordinates,Belgian Datum 1972,51.0398,4.07002,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375830000,270484,RATO,,,doubtful,fike,2 fike,2023-01-02T09:32:38Z,BE,Dendermonde,192285.36947429,128899.811123,Lambert coordinates,Belgian Datum 1972,51.04036,4.06791,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377830000,270485,RATO,,,doubtful,fike,5 fike,2023-01-02T09:33:19Z,BE,Dendermonde,192759.74910889,129248.0370175,Lambert coordinates,Belgian Datum 1972,51.04463,4.07284,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375200000,270486,RATO,,,present,fike,4 fike,2023-01-02T09:33:50Z,BE,Dendermonde,192152.8726248,127936.64407159,Lambert coordinates,Belgian Datum 1972,51.03913,4.05418,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375160000,270487,RATO,,,present,fike,6 fike,2023-01-02T09:34:15Z,BE,Dendermonde,192116.41507904,127784.87823459,Lambert coordinates,Belgian Datum 1972,51.0388,4.05202,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375250000,270488,RATO,,,doubtful,fike,3 fike,2023-01-02T09:34:44Z,BE,Dendermonde,192416.3610979,127778.04750561,Lambert coordinates,Belgian Datum 1972,51.04149,4.0519,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,376390000,270489,RATO,,,doubtful,fike,4 fike,2023-01-02T09:36:41Z,BE,Denderleeuw,176969.26596243,128270.28150447,Lambert coordinates,Belgian Datum 1972,50.90266,4.05984,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377100000,270492,RATO,,,present,fike,2 fike,2023-01-02T09:38:56Z,BE,Kruisem,176265.83046144,87502.84750002,Lambert coordinates,Belgian Datum 1972,50.89338,3.48043,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375620000,270502,RATO,,,present,conibear trap,5 conibear trap,2023-01-02T09:54:45Z,BE,Assenede,217834.19774009,103326.75963612,Lambert coordinates,Belgian Datum 1972,51.2685,3.70002,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377810000,270506,RATO,,,present,conibear trap | fike,2 conibear trap | 1 fike,2023-01-02T10:06:29Z,BE,Kaprijke,213741.81917087,97054.19193439,Lambert coordinates,Belgian Datum 1972,51.23118,3.61075,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378040000,270509,RATO,,,present,conibear trap | bait trap | raft trap,2 conibear trap | 1 bait trap | 2 raft trap,2023-01-02T10:12:51Z,BE,Wachtebeke,210964.61923199,118265.52941499,Lambert coordinates,Belgian Datum 1972,51.20777,3.91466,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378880000,270514,RATO,,,present,ground trap,1 ground trap,2023-01-02T10:16:12Z,BE,Kaprijke,213754.5721727,97176.15921477,Lambert coordinates,Belgian Datum 1972,51.23131,3.61249,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378890000,270516,RATO,,,present,conibear trap | bait trap | fike | raft trap,1 conibear trap | 1 bait trap | 2 fike | 1 raft trap,2023-01-02T10:18:28Z,BE,Wachtebeke,210783.38103017,118176.27733273,Lambert coordinates,Belgian Datum 1972,51.20614,3.9134,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,371420000,270858,RATO,,,present,fike,2 fike,2023-01-02T11:50:40Z,BE,Deinze,185035.21369575,85851.43401942,Lambert coordinates,Belgian Datum 1972,50.97203,3.45543,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375780000,270948,RATO,,,present,conibear trap | fike,16 conibear trap | 3 fike,2023-01-02T14:55:19Z,BE,Assenede,215280.05662195,106464.56490853,Lambert coordinates,Belgian Datum 1972,51.24579,3.74528,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378910000,270950,RATO,,,present,conibear trap | fike,1 conibear trap | 3 fike,2023-01-02T14:57:30Z,BE,Wachtebeke,210967.27464081,118490.69430756,Lambert coordinates,Belgian Datum 1972,51.20781,3.91788,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378920000,270952,RATO,,,doubtful,fike,3 fike,2023-01-02T14:58:38Z,BE,Wachtebeke,210915.62850999,118497.24991974,Lambert coordinates,Belgian Datum 1972,51.20735,3.91798,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378040000,270953,RATO,,,present,conibear trap | bait trap | raft trap | ground trap,3 conibear trap | 3 bait trap | 2 raft trap | 1 ground trap,2023-01-02T15:00:19Z,BE,Wachtebeke,210964.61923199,118265.52941499,Lambert coordinates,Belgian Datum 1972,51.20777,3.91466,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,365200000,271659,RATO,,,present,conibear trap | material lost/broken,11 conibear trap | 1 material lost/broken,2023-01-03T11:01:31Z,BE,Maldegem,215724.76222553,84185.69625538,Lambert coordinates,Belgian Datum 1972,51.24768,3.42617,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,361130000,271660,RATO,,,present,conibear trap | bait trap | raft trap,1 conibear trap | 3 bait trap | 2 raft trap,2023-01-03T11:03:32Z,BE,Maldegem,216497.77364781,82324.80384066,Lambert coordinates,Belgian Datum 1972,51.25441,3.39938,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,361170000,271661,RATO,,,present,conibear trap,1 conibear trap,2023-01-03T11:03:50Z,BE,Maldegem,216444.91107247,82269.41990214,Lambert coordinates,Belgian Datum 1972,51.25393,3.3986,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,361130000,271662,RATO,,,present,conibear trap | bait trap | raft trap,1 conibear trap | 2 bait trap | 2 raft trap,2023-01-03T11:04:10Z,BE,Maldegem,216497.77364781,82324.80384066,Lambert coordinates,Belgian Datum 1972,51.25441,3.39938,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,373550000,271679,RATO,,,present,conibear trap | bait trap,1 conibear trap | 1 bait trap,2023-01-03T12:16:45Z,BE,Maldegem,216671.72560042,82574.43628852,Lambert coordinates,Belgian Datum 1972,51.256,3.40292,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,379040000,271689,RATO,,,present,conibear trap,5 conibear trap,2023-01-03T12:36:54Z,BE,Gavere,178235.05129545,101977.48560991,Lambert coordinates,Belgian Datum 1972,50.91246,3.6859,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378170000,271697,RATO,,,present,conibear trap,1 conibear trap,2023-01-03T12:56:58Z,BE,Gavere,178106.30743111,102059.58290981,Lambert coordinates,Belgian Datum 1972,50.91131,3.68708,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377590000,271698,RATO,,,present,conibear trap | fike,3 conibear trap | 4 fike,2023-01-03T12:57:30Z,BE,Gavere,177979.78360973,102120.49901346,Lambert coordinates,Belgian Datum 1972,50.91018,3.68797,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,364530000,271707,RATO,,,present,conibear trap,2 conibear trap,2023-01-03T13:09:27Z,BE,Maldegem,218039.17032562,81424.79496074,Lambert coordinates,Belgian Datum 1972,51.26816,3.3862,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,352540000,271708,RATO,,,present,conibear trap | ground trap,1 conibear trap | 2 ground trap,2023-01-03T13:09:44Z,BE,Maldegem,218053.94960944,81360.91471004,Lambert coordinates,Belgian Datum 1972,51.26828,3.38528,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,356510000,271709,RATO,,,present,conibear trap,3 conibear trap,2023-01-03T13:09:58Z,BE,Maldegem,218017.39879451,81333.55542392,Lambert coordinates,Belgian Datum 1972,51.26795,3.38489,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,379050000,271712,RATO,,,doubtful,fike,1 fike,2023-01-03T13:26:07Z,BE,Lierde,166481.24547192,112166.39736671,Lambert coordinates,Belgian Datum 1972,50.80755,3.83198,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377660000,271720,RATO,,,present,conibear trap | ground trap,4 conibear trap | 1 ground trap,2023-01-03T14:18:46Z,BE,Gavere,178245.46031607,102062.72992814,Lambert coordinates,Belgian Datum 1972,50.91256,3.68711,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,379070000,271721,RATO,,,present,conibear trap,4 conibear trap,2023-01-03T14:18:57Z,BE,Deinze,187535.52347856,92648.47801628,Lambert coordinates,Belgian Datum 1972,50.99521,3.5518,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,378150000,271722,RATO,,,present,conibear trap,1 conibear trap,2023-01-03T14:19:23Z,BE,Gavere,178072.74415284,102005.02063227,Lambert coordinates,Belgian Datum 1972,50.911,3.68631,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,377640000,271723,RATO,,,present,conibear trap | fike,5 conibear trap | 1 fike,2023-01-03T14:19:45Z,BE,Gavere,178187.73488865,102045.65166141,Lambert coordinates,Belgian Datum 1972,50.91204,3.68688,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,379080000,271725,RATO,,,present,conibear trap,4 conibear trap,2023-01-03T14:20:41Z,BE,Deinze,187487.90283581,92628.66127781,Lambert coordinates,Belgian Datum 1972,50.99478,3.55153,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,372580000,271726,RATO,,,present,conibear trap | fike,1 conibear trap | 2 fike,2023-01-03T14:47:30Z,BE,Ronse,157783.15015349,96776.45408084,Lambert coordinates,Belgian Datum 1972,50.72816,3.6149,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375940000,271727,RATO,,,present,conibear trap | ground trap,2 conibear trap | 1 ground trap,2023-01-03T14:47:48Z,BE,Ronse,160754.66050695,97217.91712114,Lambert coordinates,Belgian Datum 1972,50.75491,3.62073,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,370920000,271728,RATO,,,present,raft trap,1 raft trap,2023-01-03T14:48:07Z,BE,Ronse,158052.22938929,93250.65268512,Lambert coordinates,Belgian Datum 1972,50.73025,3.56492,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,370880000,271729,RATO,,,present,raft trap,2 raft trap,2023-01-03T14:48:24Z,BE,Ronse,158846.29658497,92122.21583198,Lambert coordinates,Belgian Datum 1972,50.73728,3.54882,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,374350000,271735,RATO,,,present,bait trap | fike | raft trap,1 bait trap | 7 fike | 1 raft trap,2023-01-03T14:50:11Z,BE,Zulte,181221.29316883,85730.29163476,Lambert coordinates,Belgian Datum 1972,50.93773,3.45437,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,373510000,271736,RATO,,,present,fike | raft trap,2 fike | 1 raft trap,2023-01-03T14:50:30Z,BE,Zulte,181213.23183456,85658.76663206,Lambert coordinates,Belgian Datum 1972,50.93765,3.45336,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,376470000,271738,RATO,,,present,bait trap,1 bait trap,2023-01-03T14:52:30Z,BE,Moerbeke,211475.77588594,120684.87837253,Lambert coordinates,Belgian Datum 1972,51.2125,3.94924,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,375100000,271739,RATO,,,present,raft trap,1 raft trap,2023-01-03T14:52:55Z,BE,Moerbeke,211598.7440183,120600.58616478,Lambert coordinates,Belgian Datum 1972,51.2136,3.94802,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,376480000,271740,RATO,,,present,bait trap | fike | raft trap,2 bait trap | 4 fike | 1 raft trap,2023-01-03T14:53:23Z,BE,Moerbeke,211760.90711617,120565.15334568,Lambert coordinates,Belgian Datum 1972,51.21505,3.9475,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,373700000,271741,RATO,,,present,bait trap | fike | raft trap,2 bait trap | 2 fike | 3 raft trap,2023-01-03T14:53:43Z,BE,Zulte,181222.98779231,85470.57348071,Lambert coordinates,Belgian Datum 1972,50.93772,3.45068,WGS84,30,Ondatra zibethicus,Animalia,species
Event,en,http://creativecommons.org/publicdomain/zero/1.0/,RATO,https://doi.org/10.15468/fw2rbx,RATO,"RATO - Daily operations commissioned by the province East Flanders, Belgium",HumanObservation,376490000,271742,RATO,,,present,fike | raft trap,1 fike | 1 raft trap,2023-01-03T14:54:05Z,BE,Moerbeke,211741.73004073,120619.30652235,Lambert coordinates,Belgian Datum 1972,51.21488,3.94828,WGS84,30,Ondatra zibethicus,Animalia,species
