occurrenceID_v1.74,occurrenceID_v1.75
4059,{9D5CCD1D-F9EB-4394-B317-46905156F0BE}
4145,{3152CD08-AF73-4971-A7B9-AB2C123F7299}
4152,{35483B05-6584-4554-9DA6-49BFB6FF8B2B}
4250,{54EEE07C-4CF7-4510-A5F3-EF60FC16A4E1}
4285,{1D74DF2A-8F9F-49F8-A7C9-79634D5EBF34}
4320,{F2EB0046-C2B4-4423-BF5A-CACFB3034F5F}
6050,{5682F961-F427-49B5-954D-53503D81688A}
6053,{22F511EF-BFCA-4AEE-A79B-90DD2F7AA488}
6059,{3596572C-BF55-4ED8-947B-034CF4C2B48D}
6060,{9505796D-0967-4532-B500-18AD2EF2B199}
6207,{8AB99BC6-3C3B-4A07-B3C3-B38FFAD6B18F}
6215,{80BE770F-75FE-4FB7-A265-E2C93D6AD0F6}
6269,{F36A698A-1A69-4CF3-B780-AD1DE441C217}
6276,{18CFD551-9733-4547-BFFE-66D210359E51}
6278,{445C4D0A-F466-45F9-8AE3-EE9B8617954B}
6281,{75B8217B-185B-4930-991E-6AA4348407A1}
6284,{3C58A777-6309-491A-B146-B4DB2A17FE54}
6286,{7C1ACF2D-D062-484D-BA81-C26C0096A274}
6290,{C924715B-BAF4-4F20-AC7B-C08BA56E9AC9}
6305,{BDD8F89A-9BF2-462F-9448-B444B5C0EE32}
6306,{97BD9AAA-6C23-48CF-8215-D5614769BD80}
6330,{B23ABC73-FA82-49D6-BF7B-973FE301821D}
6474,{7A7FE6A2-14CC-4122-8551-FDC620E7BB62}
6547,{914BCBDA-D845-4BE2-AC39-C5AF7973A325}
6589,{94DA3B75-F063-43F1-8BF9-498C6A529231}
6610,{2A83B1ED-857E-4242-8D6C-64AB22C20DFC}
6810,{37117C19-B7B4-4742-8ACB-6C4E5B23C483}
6822,{E4E1F22F-8074-494C-8114-E40DA69EDDBD}
7250,{9D41F654-181A-46E8-AF90-D82E7F60C7EE}
7251,{49B2EBE3-34A9-46C4-847B-98A6102C3FD2}
7253,{28286F17-2F22-4703-8D34-3E26A2F34A96}
7379,{DC53A588-CF36-468F-A833-2C516B5B8FDC}
7573,{99EEE07A-A975-4BC2-9D16-03E98B84CD55}
7653,{20F31B64-F146-4AA6-9E9F-7E18F8FF45BD}
8047,{EB9DE6A4-3D07-4025-A6DA-0F93EC057C43}
8052,{C1C12202-6D6B-459B-A5DD-4311F60278D5}
8055,{AC22BC9A-25A6-4477-BCE8-87E762676DC4}
8056,{D2B4C866-6BBA-4F61-9501-C4BE0647FE4C}
8057,{5928843B-E5E8-4605-94A0-9A1D78C0E8BB}
8059,{490A937C-FEAE-4288-B55D-CE810398BBD2}
8066,{3593E940-9DEA-4180-920A-24C6652D83AA}
8109,{3310AB29-C99B-4F2E-8808-D112A728C261}
8112,{58628B7C-E18A-4A93-BC4B-6C57DF795EAD}
8178,{B37AA719-D455-452C-A472-66E4F3CC9CEF}
8179,{E13FF70A-4196-4460-ABD5-92A439E762AD}
8180,{82895D34-B536-4EDF-9988-EEEB317A6E75}
8181,{8AAAAB22-CABB-443D-991C-9008FD67031C}
8183,{E24062E8-312E-4FC8-8055-386B2D6C931C}
8189,{05E3AB59-E90B-49BF-BAEF-79BDA53B9C56}
8190,{10C3446F-0063-44C4-90AE-A479E6094CF4}
8226,{089F8674-A128-4A66-9D46-6ED5B9098198}
8227,{011FA749-2F34-4379-AAEE-7EE0E3EF9498}
8237,{90D027EC-FFB7-4B85-802D-453FE8D75000}
8248,{B2304A09-B342-41D2-BF25-6F4A38D7454C}
8250,{3B08A12F-5FFB-4B73-AB2D-27FA00B995C3}
8258,{C3F4B489-E332-417B-A359-613B79091140}
8260,{B687ECF8-117C-4D91-AF1F-AED564262390}
9247,{5737EDD3-36F5-4FA4-9FDF-DF68E353370A}
9250,{B0977879-8DC6-42FE-8C5C-177CE2C484C9}
9251,{3BE962AE-9527-400C-9387-465C1490D483}
9252,{B40E304A-C0C0-433D-9617-C42B4D2C1C95}
9253,{7F5FBD56-E157-4901-A1FC-6ED596E461E6}
9261,{38A4FB5C-5084-4A47-9FE0-0C8D4B4CDCA6}
9262,{8829AB73-BF13-4A90-A802-EECBB6E645EF}
9263,{E1DAC154-896F-4139-AF49-08221AA016C2}
9264,{E57833C1-6761-4899-BBE0-91FE257C4820}
9265,{F2212BF9-C746-4E6F-8325-64CC9D1E3B53}
9266,{FBDF68C2-3501-4DFC-8952-5D2C16D85E5B}
9267,{B955C367-D4C3-4B6C-A539-315CE29FF7EE}
9271,{86198E11-E3E6-4EAB-8B9E-B26788A2B45C}
9294,{C5EC0C99-6A0F-4871-BA47-A0846883F962}
9303,{E9596446-0813-46FA-BAAD-A4CE27BE8309}
9304,{24EE3B3F-7B9A-4F31-82DA-EEEEF3B76DE1}
9305,{5CA3CE72-4480-408A-8876-D7F1CE97E176}
9306,{D7827DB4-1B11-4089-85B9-756325037C87}
10559,{48837553-AB00-4230-8EFD-9D671AABCED3}
10579,{DC501B0B-8020-4854-8BE8-F2B68DC540CB}
10580,{7710F52A-833A-4BF9-97E1-9AB47EB8D17E}
10594,{047DFB2F-9E3F-4A9F-B254-80CE421D92C9}
10595,{1843C704-9170-4145-BCF6-910415D22037}
10596,{D5A37075-93BC-4A94-83B3-3096E44A9257}
10617,{9BE83327-DB07-48ED-AE69-EA35ED7ACEE1}
10630,{BA1C8881-62D5-46AC-84D0-2B4E7BF752BE}
10655,{8BCD22D8-E80A-4AFB-A89B-818682F76102}
11385,{254E98E6-3455-4880-BB71-5CEE0F818A05}
11399,{26D1FE40-D7D7-4FA9-B2A2-784C9C9DB6BF}
11410,{A450B732-AC9F-4F93-83BC-AD130DB7C345}
11436,{600B2F5E-9C20-4C3D-8C56-CAEA90FCB1FC}
11447,{399CF532-441A-4381-9FA5-0E8A91A80F29}
11453,{71263E42-65B5-4C70-A391-763507EA45A8}
11470,{BF69E172-3BA1-44A6-8531-DC15C26BBCDD}
11501,{F7918973-61E3-4362-9299-B124CDBACE5C}
11502,{050F707C-83F0-41FC-8AE5-07145995F5E5}
11503,{571CF5F8-038F-4C65-BD9E-43D6800C391E}
11506,{B306169D-09B6-4D98-A413-D81853CF02E9}
11507,{62846081-BC20-4ABC-B7AA-7C4B84A5698A}
12097,{CD335F93-9B8F-4129-85E9-DEE82885E23A}
12099,{2C0A43AE-3973-422E-AFDE-275C1AC2D0DB}
12101,{F61B96B7-B2B0-4DE1-93B2-3D124BB74E59}
12102,{784F8FCB-487F-4633-8FB6-A50D4941C1BD}
12103,{F7941E32-A887-41EA-A27D-8599C7977B08}
12104,{CC84ABD7-7A7C-42C8-BAC1-AFDBA437C5F9}
12105,{F47625AB-6942-4B30-932E-57B63932F99B}
12106,{D61D6AAE-E633-4E86-B50B-A9D92FCC9847}
12107,{2744D69B-EDF4-4234-87F6-0CA5DD1BACFA}
12108,{5327C0E7-E719-4BF0-B96D-C05637B63496}
12109,{BBFEEFA9-FFD4-4316-B8E0-B2C59BA71FDD}
12131,{D7232903-2761-4C5F-BF50-5D65D66300A2}
12134,{42C680B6-EE8A-48F4-A00C-55BC97C88D3D}
12135,{AB3D4982-CC7C-4778-95CB-634578193A09}
12138,{4BF6BD61-8DD9-4A58-AF93-E18A2937947D}
12139,{C0A0D0B0-684A-4332-9AC7-CFD5D764F38A}
12140,{24E63FB3-85B8-4C99-B961-AD8567467EB6}
12149,{61E1E2CE-E655-4333-BA38-3BCA5A9992C6}
12151,{FA7CA1D0-BE66-4D27-8468-C072187E0A3D}
12154,{2D24FBDF-634A-4FC8-B85A-8B5BA0CBABDF}
12163,{B197FA03-924C-4519-9C9D-B70723CAED26}
12191,{52C271CB-BE7D-4C1B-B949-DF702FFF7D22}
12192,{D99B9EA7-9F66-4DFB-B30B-64EE6897F576}
12204,{1173A7F5-787C-4647-B6C1-4F0E563C3C74}
12207,{F9E7315B-6AFB-43E1-94A5-E20F7EF4833E}
12208,{FD1EB1A2-CAF2-4791-A1A2-28E89F718937}
12209,{A55E8B21-B164-416E-B4EF-73385955DD6E}
12226,{6FBECCF2-6F54-4BF4-8D8C-7325EF1E794C}
12232,{97C0A4B0-D26C-4967-BC6E-0A4B6B607F73}
12235,{B76E92BD-5F74-47F4-8983-F6CA0116F64A}
12240,{9BA665C3-8F5D-4D8F-A534-27BA6E6AA9A1}
12266,{49566CFE-4E35-4B67-8B55-DE0A740E5F29}
13255,{99A86DEB-3779-494B-8322-05904B385783}
13259,{B22B078A-BEA2-40E4-82C6-AEE5341490C1}
13265,{1F49A91D-F610-4647-824D-A8635EB24548}
13268,{02175755-44EB-412B-9BE1-3E7D1485FFF1}
13280,{4F95D14E-2439-4B94-B780-297B065A1068}
13309,{9C8F08B2-15E4-4CBE-84D2-3C96D6B4EF61}
13323,{EDBDB9B3-22B7-41DA-8DF5-C472D6602435}
13327,{799853EF-4E7A-4D5B-94C6-325B4E7583BC}
13333,{345185FD-F4D1-4EBE-BC36-41BDC2BB7BEB}
13334,{FB46EDEF-085A-4897-9810-D2542E4936E5}
13335,{98C32880-450E-4BC9-A8B5-49CB398690E2}
13336,{550F82FC-4918-4E83-8F77-3534E83EF2A3}
13339,{0DD47C25-4249-4FB3-BF20-90B76D58F76F}
13340,{98A82BE8-3E05-458B-9368-1D302044895B}
13341,{A7FC0787-6AAD-4FBD-B368-1249B5197565}
13344,{C1FBA8F7-AEDE-4A5F-95F1-34A465AAC078}
13345,{34371003-0067-49CC-B935-BA5DCB117EC8}
13346,{EFD8B05B-F5CA-440A-B711-BA2094184071}
13351,{2EEC1CA0-8D6F-45A4-BDEA-E6E3FB7C88E8}
13355,{2D22AE4A-2A46-44B1-86D7-AF6ADAC4B2BC}
13698,{33EA79EF-DE65-42AA-947E-351D2A1A9715}
13700,{DEEE74EE-282D-40EE-A49C-9DC30E421790}
13703,{DCAC7BE0-CB97-4575-A6EA-EC9BB6C99E10}
13705,{E7159374-0110-475B-ABCB-EE642BAC928C}
13729,{5ED97E27-C9C3-4C35-920E-E9601132CFF6}
13730,{815E1926-BE73-4DDB-8AF7-E147FD0FD9BC}
13731,{0B750AA3-15BB-407C-9B48-51ABD9922632}
13732,{D0E3C1C6-9014-4B03-AACA-68947492B3D7}
13733,{0263DD51-B0B1-4D08-A294-937594BC1A52}
13738,{4701498C-5DB7-40C6-9AA5-3EE2E7DF25A3}
13740,{3E6631AB-9B7E-4D01-843A-770AF9EBB9D3}
13741,{F003B266-3CC3-48CD-AFC3-19469E0CFD63}
13760,{0568463F-7997-4878-A213-D486B7E9D3C9}
13764,{E5F1DF06-E398-48FD-9725-0746AB432973}
13797,{044CEEB7-8A24-4EF2-B409-855BDEE88DCE}
14047,{C3560B5F-46C8-4E70-A1D2-2138AD8B3CA2}
14048,{AB99298C-6FEE-4CB6-9F76-9A67FD9469C1}
14451,{02AF8D03-EAC7-4D9E-A7D4-C44D982C747B}
14452,{1260C414-F876-408D-B8CC-44DD7C9E5EC0}
14453,{95E5CA3B-B71D-4D0B-94F1-4A72F2B85579}
14454,{1BF74AE5-BAF1-42EA-B9BC-91516AF540B6}
14455,{DBCDFC84-2E1A-4E7A-95B2-721FF735C625}
14466,{D0714336-B0F6-4900-A1FB-54FABD6C1587}
14847,
15259,{6A2FED4A-AA0D-48FD-9326-23E4AB08F040}
15260,{9BDAE46A-B58F-418C-8FDA-28D2A6109A0E}
15261,{F96D325F-BB28-407F-A4B4-FE2C6E892897}
15264,{198F275F-14A6-44F4-9ECA-ADCF7F18CACD}
15302,{C5DEAC62-67C5-435B-B67C-EF5B2717240A}
15305,{4278C775-0EC5-47E6-91E5-D482BE11B177}
15306,{39F06BBF-A715-4674-8972-74BD86FE592A}
15656,{24E1E444-9E94-4AE0-A702-3A97DDD00033}
15661,{ED6440FE-62DA-47C9-B2C9-CDCBCB39A49F}
15666,{7AA6DD3F-EFE6-409D-A3BA-9F426210D653}
15672,{AA1542C5-DCDE-457B-87AF-DAFB80C56BE1}
15673,{756C76E4-BE73-4B71-908C-30BFDA5C134C}
15674,{ED7F9516-7C6D-4059-8AEC-43FD8D537724}
15675,{5AD3AEF5-D3D7-4E02-AD85-18D531754873}
15676,{9F5B536A-A340-48E1-933C-3411FA4E8F62}
15678,{6D61F01D-5AE1-41EC-97F4-DDB4D0975911}
15679,{F12CE07F-5FD6-4394-80DC-1D4D62A27946}
15680,{28EF4964-EBFA-4E3D-80BA-F37572B12D74}
15681,{FF6A5E2D-FEE6-4B93-A4B0-C7984A2D4512}
15682,{A214AF2A-33F0-407B-8B6F-8CC6E3B9DC48}
15683,{A10FC511-C289-4DD0-947B-E8AA5207D7AB}
15684,{AE5C44E3-0DDE-4841-936F-D12F5D576A61}
15686,{90BC6DD2-1508-4D4F-AB4C-CACE5FDCB5DB}
15688,{F11CCCDC-A2FD-43FA-8AAB-E69E42EACDDB}
15689,{E833ECE0-3E13-4AC6-8425-0D81D6B93BAB}
15690,{BA4EBC03-CD55-45A8-85A2-FE7CF6C6256B}
15691,{B5750616-FCD8-4BB7-BF5E-224513602D7E}
15692,{9DB4B5B2-6279-464A-AD2C-1D1923C00E73}
15707,{4197E65D-F586-44CB-B673-F27735580764}
15709,{B2887A1F-22D3-4517-B37F-80DE6211BB38}
15716,{B85DB980-6FC7-4777-902A-0E3E1A672F77}
15718,{B8F616A7-A3A0-4882-B844-EE3E945C567F}
16047,{DE784AE4-8B3E-48B2-960B-F84C55AE1BD6}
16048,{2D02E9F6-26F0-4D37-8E6C-0D317057C73B}
16049,{79122F95-8CF1-4B0A-96A6-2074F375697E}
16055,{3CC10E51-0825-423C-A0DD-F8BE4EAE6AAD}
16056,{D1F03C54-196A-4EDC-B3CB-BEEB2005F1E1}
16057,{3A327160-E320-442C-B442-EE5277B3B2F8}
16076,{6293884C-FD7B-4CBE-A69D-0849D01A9A30}
16077,{7546C2A4-270F-4A33-96A4-7FD56AFB3C40}
16446,{9A8B0E00-A5B3-41BE-B045-03E5E7147A3E}
16552,{26A3BA20-03FE-4A48-B7B4-8BF379D7C257}
16639,{5F503700-38A2-4AB5-91B7-07BAC19A1FAA}
